Attaching to grafana-practica, prometheus-practica, postgres-practica, loki-practica, redis-practica, nginx-practica
[36mgrafana-practica |[0m logger=settings t=2025-12-01T04:19:08.921452334Z level=info msg="Starting Grafana" version=12.3.0 commit=20051fb1fc604fc54aae76356da1c14612af41d0 branch=release-12.3.0 compiled=2025-12-01T04:19:08Z
[34mprometheus-practica |[0m time=2025-12-01T17:21:20.807Z level=ERROR source=main.go:642 msg="Error loading config (--config.file=/etc/prometheus/prometheus.yml)" file=/etc/prometheus/prometheus.yml err="parsing YAML file /etc/prometheus/prometheus.yml: yaml: line 12: could not find expected ':'"
[34mprometheus-practica |[0m time=2025-12-01T17:22:21.059Z level=ERROR source=main.go:642 msg="Error loading config (--config.file=/etc/prometheus/prometheus.yml)" file=/etc/prometheus/prometheus.yml err="parsing YAML file /etc/prometheus/prometheus.yml: yaml: line 12: could not find expected ':'"
[34mprometheus-practica |[0m time=2025-12-01T17:23:21.324Z level=ERROR source=main.go:642 msg="Error loading config (--config.file=/etc/prometheus/prometheus.yml)" file=/etc/prometheus/prometheus.yml err="parsing YAML file /etc/prometheus/prometheus.yml: yaml: line 12: could not find expected ':'"
[34mprometheus-practica |[0m time=2025-12-01T17:24:21.581Z level=ERROR source=main.go:642 msg="Error loading config (--config.file=/etc/prometheus/prometheus.yml)" file=/etc/prometheus/prometheus.yml err="parsing YAML file /etc/prometheus/prometheus.yml: yaml: line 12: could not find expected ':'"
[34mprometheus-practica |[0m time=2025-12-01T17:25:21.834Z level=ERROR source=main.go:642 msg="Error loading config (--config.file=/etc/prometheus/prometheus.yml)" file=/etc/prometheus/prometheus.yml err="parsing YAML file /etc/prometheus/prometheus.yml: yaml: line 12: could not find expected ':'"
[34mprometheus-practica |[0m time=2025-12-01T17:26:22.746Z level=ERROR source=main.go:642 msg="Error loading config (--config.file=/etc/prometheus/prometheus.yml)" file=/etc/prometheus/prometheus.yml err="parsing YAML file /etc/prometheus/prometheus.yml: yaml: line 12: could not find expected ':'"
[34mprometheus-practica |[0m time=2025-12-01T17:27:22.992Z level=ERROR source=main.go:642 msg="Error loading config (--config.file=/etc/prometheus/prometheus.yml)" file=/etc/prometheus/prometheus.yml err="parsing YAML file /etc/prometheus/prometheus.yml: yaml: line 12: could not find expected ':'"
[34mprometheus-practica |[0m time=2025-12-01T17:28:23.242Z level=ERROR source=main.go:642 msg="Error loading config (--config.file=/etc/prometheus/prometheus.yml)" file=/etc/prometheus/prometheus.yml err="parsing YAML file /etc/prometheus/prometheus.yml: yaml: line 12: could not find expected ':'"
[34mprometheus-practica |[0m time=2025-12-01T17:29:23.507Z level=ERROR source=main.go:642 msg="Error loading config (--config.file=/etc/prometheus/prometheus.yml)" file=/etc/prometheus/prometheus.yml err="parsing YAML file /etc/prometheus/prometheus.yml: yaml: line 12: could not find expected ':'"
[34mprometheus-practica |[0m time=2025-12-01T17:30:23.750Z level=ERROR source=main.go:642 msg="Error loading config (--config.file=/etc/prometheus/prometheus.yml)" file=/etc/prometheus/prometheus.yml err="parsing YAML file /etc/prometheus/prometheus.yml: yaml: line 12: could not find expected ':'"
[34mprometheus-practica |[0m time=2025-12-01T17:31:23.994Z level=ERROR source=main.go:642 msg="Error loading config (--config.file=/etc/prometheus/prometheus.yml)" file=/etc/prometheus/prometheus.yml err="parsing YAML file /etc/prometheus/prometheus.yml: yaml: line 12: could not find expected ':'"
[34mprometheus-practica |[0m time=2025-12-01T17:32:24.276Z level=ERROR source=main.go:642 msg="Error loading config (--config.file=/etc/prometheus/prometheus.yml)" file=/etc/prometheus/prometheus.yml err="parsing YAML file /etc/prometheus/prometheus.yml: yaml: line 12: could not find expected ':'"
[34mprometheus-practica |[0m time=2025-12-01T17:33:24.546Z level=ERROR source=main.go:642 msg="Error loading config (--config.file=/etc/prometheus/prometheus.yml)" file=/etc/prometheus/prometheus.yml err="parsing YAML file /etc/prometheus/prometheus.yml: yaml: line 12: could not find expected ':'"
[34mprometheus-practica |[0m time=2025-12-01T17:34:24.787Z level=ERROR source=main.go:642 msg="Error loading config (--config.file=/etc/prometheus/prometheus.yml)" file=/etc/prometheus/prometheus.yml err="parsing YAML file /etc/prometheus/prometheus.yml: yaml: line 12: could not find expected ':'"
[34mprometheus-practica |[0m time=2025-12-01T17:35:25.028Z level=ERROR source=main.go:642 msg="Error loading config (--config.file=/etc/prometheus/prometheus.yml)" file=/etc/prometheus/prometheus.yml err="parsing YAML file /etc/prometheus/prometheus.yml: yaml: line 12: could not find expected ':'"
[34mprometheus-practica |[0m time=2025-12-01T17:36:25.293Z level=ERROR source=main.go:642 msg="Error loading config (--config.file=/etc/prometheus/prometheus.yml)" file=/etc/prometheus/prometheus.yml err="parsing YAML file /etc/prometheus/prometheus.yml: yaml: line 12: could not find expected ':'"
[34mprometheus-practica |[0m time=2025-12-01T17:37:25.564Z level=ERROR source=main.go:642 msg="Error loading config (--config.file=/etc/prometheus/prometheus.yml)" file=/etc/prometheus/prometheus.yml err="parsing YAML file /etc/prometheus/prometheus.yml: yaml: line 12: could not find expected ':'"
[34mprometheus-practica |[0m time=2025-12-01T17:38:25.810Z level=ERROR source=main.go:642 msg="Error loading config (--config.file=/etc/prometheus/prometheus.yml)" file=/etc/prometheus/prometheus.yml err="parsing YAML file /etc/prometheus/prometheus.yml: yaml: line 12: could not find expected ':'"
[34mprometheus-practica |[0m time=2025-12-01T17:39:26.058Z level=ERROR source=main.go:642 msg="Error loading config (--config.file=/etc/prometheus/prometheus.yml)" file=/etc/prometheus/prometheus.yml err="parsing YAML file /etc/prometheus/prometheus.yml: yaml: line 12: could not find expected ':'"
[34mprometheus-practica |[0m time=2025-12-01T17:40:26.435Z level=ERROR source=main.go:642 msg="Error loading config (--config.file=/etc/prometheus/prometheus.yml)" file=/etc/prometheus/prometheus.yml err="parsing YAML file /etc/prometheus/prometheus.yml: yaml: line 12: could not find expected ':'"
[34mprometheus-practica |[0m time=2025-12-01T17:41:27.382Z level=ERROR source=main.go:642 msg="Error loading config (--config.file=/etc/prometheus/prometheus.yml)" file=/etc/prometheus/prometheus.yml err="parsing YAML file /etc/prometheus/prometheus.yml: yaml: line 12: could not find expected ':'"
[34mprometheus-practica |[0m time=2025-12-01T17:42:28.190Z level=ERROR source=main.go:642 msg="Error loading config (--config.file=/etc/prometheus/prometheus.yml)" file=/etc/prometheus/prometheus.yml err="parsing YAML file /etc/prometheus/prometheus.yml: yaml: line 12: could not find expected ':'"
[34mprometheus-practica |[0m time=2025-12-01T17:43:28.535Z level=ERROR source=main.go:642 msg="Error loading config (--config.file=/etc/prometheus/prometheus.yml)" file=/etc/prometheus/prometheus.yml err="parsing YAML file /etc/prometheus/prometheus.yml: yaml: line 12: could not find expected ':'"
[34mprometheus-practica |[0m time=2025-12-01T17:44:28.810Z level=ERROR source=main.go:642 msg="Error loading config (--config.file=/etc/prometheus/prometheus.yml)" file=/etc/prometheus/prometheus.yml err="parsing YAML file /etc/prometheus/prometheus.yml: yaml: line 12: could not find expected ':'"
[34mprometheus-practica |[0m time=2025-12-01T17:45:29.106Z level=ERROR source=main.go:642 msg="Error loading config (--config.file=/etc/prometheus/prometheus.yml)" file=/etc/prometheus/prometheus.yml err="parsing YAML file /etc/prometheus/prometheus.yml: yaml: line 12: could not find expected ':'"
[34mprometheus-practica |[0m time=2025-12-01T17:46:29.540Z level=ERROR source=main.go:642 msg="Error loading config (--config.file=/etc/prometheus/prometheus.yml)" file=/etc/prometheus/prometheus.yml err="parsing YAML file /etc/prometheus/prometheus.yml: yaml: line 12: could not find expected ':'"
[34mprometheus-practica |[0m time=2025-12-01T17:47:30.132Z level=ERROR source=main.go:642 msg="Error loading config (--config.file=/etc/prometheus/prometheus.yml)" file=/etc/prometheus/prometheus.yml err="parsing YAML file /etc/prometheus/prometheus.yml: yaml: line 12: could not find expected ':'"
[34mprometheus-practica |[0m time=2025-12-01T17:48:30.411Z level=ERROR source=main.go:642 msg="Error loading config (--config.file=/etc/prometheus/prometheus.yml)" file=/etc/prometheus/prometheus.yml err="parsing YAML file /etc/prometheus/prometheus.yml: yaml: line 12: could not find expected ':'"
[34mprometheus-practica |[0m time=2025-12-01T17:49:30.683Z level=ERROR source=main.go:642 msg="Error loading config (--config.file=/etc/prometheus/prometheus.yml)" file=/etc/prometheus/prometheus.yml err="parsing YAML file /etc/prometheus/prometheus.yml: yaml: line 12: could not find expected ':'"
[34mprometheus-practica |[0m time=2025-12-01T17:50:30.956Z level=ERROR source=main.go:642 msg="Error loading config (--config.file=/etc/prometheus/prometheus.yml)" file=/etc/prometheus/prometheus.yml err="parsing YAML file /etc/prometheus/prometheus.yml: yaml: line 12: could not find expected ':'"
[34mprometheus-practica |[0m time=2025-12-01T17:51:31.212Z level=ERROR source=main.go:642 msg="Error loading config (--config.file=/etc/prometheus/prometheus.yml)" file=/etc/prometheus/prometheus.yml err="parsing YAML file /etc/prometheus/prometheus.yml: yaml: line 12: could not find expected ':'"
[34mprometheus-practica |[0m time=2025-12-01T17:52:31.477Z level=ERROR source=main.go:642 msg="Error loading config (--config.file=/etc/prometheus/prometheus.yml)" file=/etc/prometheus/prometheus.yml err="parsing YAML file /etc/prometheus/prometheus.yml: yaml: line 12: could not find expected ':'"
[34mprometheus-practica |[0m time=2025-12-01T17:53:31.733Z level=ERROR source=main.go:642 msg="Error loading config (--config.file=/etc/prometheus/prometheus.yml)" file=/etc/prometheus/prometheus.yml err="parsing YAML file /etc/prometheus/prometheus.yml: yaml: line 12: could not find expected ':'"
[34mprometheus-practica |[0m time=2025-12-01T17:54:32.960Z level=ERROR source=main.go:642 msg="Error loading config (--config.file=/etc/prometheus/prometheus.yml)" file=/etc/prometheus/prometheus.yml err="parsing YAML file /etc/prometheus/prometheus.yml: yaml: line 12: could not find expected ':'"
[34mprometheus-practica |[0m time=2025-12-01T17:55:33.244Z level=ERROR source=main.go:642 msg="Error loading config (--config.file=/etc/prometheus/prometheus.yml)" file=/etc/prometheus/prometheus.yml err="parsing YAML file /etc/prometheus/prometheus.yml: yaml: line 12: could not find expected ':'"
[34mprometheus-practica |[0m time=2025-12-01T17:56:33.573Z level=ERROR source=main.go:642 msg="Error loading config (--config.file=/etc/prometheus/prometheus.yml)" file=/etc/prometheus/prometheus.yml err="parsing YAML file /etc/prometheus/prometheus.yml: yaml: line 12: could not find expected ':'"
[34mprometheus-practica |[0m time=2025-12-01T17:57:33.847Z level=ERROR source=main.go:642 msg="Error loading config (--config.file=/etc/prometheus/prometheus.yml)" file=/etc/prometheus/prometheus.yml err="parsing YAML file /etc/prometheus/prometheus.yml: yaml: line 12: could not find expected ':'"
[34mprometheus-practica |[0m time=2025-12-01T17:58:34.115Z level=ERROR source=main.go:642 msg="Error loading config (--config.file=/etc/prometheus/prometheus.yml)" file=/etc/prometheus/prometheus.yml err="parsing YAML file /etc/prometheus/prometheus.yml: yaml: line 12: could not find expected ':'"
[34mprometheus-practica |[0m time=2025-12-01T17:59:34.392Z level=ERROR source=main.go:642 msg="Error loading config (--config.file=/etc/prometheus/prometheus.yml)" file=/etc/prometheus/prometheus.yml err="parsing YAML file /etc/prometheus/prometheus.yml: yaml: line 12: could not find expected ':'"
[34mprometheus-practica |[0m time=2025-12-01T18:00:34.649Z level=ERROR source=main.go:642 msg="Error loading config (--config.file=/etc/prometheus/prometheus.yml)" file=/etc/prometheus/prometheus.yml err="parsing YAML file /etc/prometheus/prometheus.yml: yaml: line 12: could not find expected ':'"
[34mprometheus-practica |[0m time=2025-12-01T18:01:34.904Z level=ERROR source=main.go:642 msg="Error loading config (--config.file=/etc/prometheus/prometheus.yml)" file=/etc/prometheus/prometheus.yml err="parsing YAML file /etc/prometheus/prometheus.yml: yaml: line 12: could not find expected ':'"
[34mprometheus-practica |[0m time=2025-12-01T18:02:35.201Z level=ERROR source=main.go:642 msg="Error loading config (--config.file=/etc/prometheus/prometheus.yml)" file=/etc/prometheus/prometheus.yml err="parsing YAML file /etc/prometheus/prometheus.yml: yaml: line 12: could not find expected ':'"
[34mprometheus-practica |[0m time=2025-12-01T18:03:35.501Z level=ERROR source=main.go:642 msg="Error loading config (--config.file=/etc/prometheus/prometheus.yml)" file=/etc/prometheus/prometheus.yml err="parsing YAML file /etc/prometheus/prometheus.yml: yaml: line 12: could not find expected ':'"
[34mprometheus-practica |[0m time=2025-12-01T18:04:35.780Z level=ERROR source=main.go:642 msg="Error loading config (--config.file=/etc/prometheus/prometheus.yml)" file=/etc/prometheus/prometheus.yml err="parsing YAML file /etc/prometheus/prometheus.yml: yaml: line 12: could not find expected ':'"
[34mprometheus-practica |[0m time=2025-12-01T18:05:36.033Z level=ERROR source=main.go:642 msg="Error loading config (--config.file=/etc/prometheus/prometheus.yml)" file=/etc/prometheus/prometheus.yml err="parsing YAML file /etc/prometheus/prometheus.yml: yaml: line 12: could not find expected ':'"
[34mprometheus-practica |[0m time=2025-12-01T18:06:36.295Z level=ERROR source=main.go:642 msg="Error loading config (--config.file=/etc/prometheus/prometheus.yml)" file=/etc/prometheus/prometheus.yml err="parsing YAML file /etc/prometheus/prometheus.yml: yaml: line 12: could not find expected ':'"
[34mprometheus-practica |[0m time=2025-12-01T18:07:36.550Z level=ERROR source=main.go:642 msg="Error loading config (--config.file=/etc/prometheus/prometheus.yml)" file=/etc/prometheus/prometheus.yml err="parsing YAML file /etc/prometheus/prometheus.yml: yaml: line 12: could not find expected ':'"
[34mprometheus-practica |[0m time=2025-12-01T18:08:37.299Z level=ERROR source=main.go:642 msg="Error loading config (--config.file=/etc/prometheus/prometheus.yml)" file=/etc/prometheus/prometheus.yml err="parsing YAML file /etc/prometheus/prometheus.yml: yaml: line 12: could not find expected ':'"
[34mprometheus-practica |[0m time=2025-12-01T18:09:37.572Z level=ERROR source=main.go:642 msg="Error loading config (--config.file=/etc/prometheus/prometheus.yml)" file=/etc/prometheus/prometheus.yml err="parsing YAML file /etc/prometheus/prometheus.yml: yaml: line 12: could not find expected ':'"
[34mprometheus-practica |[0m time=2025-12-01T18:10:37.831Z level=ERROR source=main.go:642 msg="Error loading config (--config.file=/etc/prometheus/prometheus.yml)" file=/etc/prometheus/prometheus.yml err="parsing YAML file /etc/prometheus/prometheus.yml: yaml: line 12: could not find expected ':'"
[34mprometheus-practica |[0m time=2025-12-01T18:11:38.145Z level=ERROR source=main.go:642 msg="Error loading config (--config.file=/etc/prometheus/prometheus.yml)" file=/etc/prometheus/prometheus.yml err="parsing YAML file /etc/prometheus/prometheus.yml: yaml: line 12: could not find expected ':'"
[34mprometheus-practica |[0m time=2025-12-01T18:12:38.406Z level=ERROR source=main.go:642 msg="Error loading config (--config.file=/etc/prometheus/prometheus.yml)" file=/etc/prometheus/prometheus.yml err="parsing YAML file /etc/prometheus/prometheus.yml: yaml: line 12: could not find expected ':'"
